,Track Name,Artist Name,Album,Album Release Date,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature,Artist Popularity,Track Popularity,Track URI,Artist URI
87,Läikkyy,Arttu Lindeman,Läikkyy,2016-06-20,"finnish dance pop, finnish hip hop, finnish pop",0.669,0.846,4,-3.976,0,0.156,0.15,0.0,0.154,0.793,150.014,206200,4,28,31,spotify:track:1gou2U6ZcLKXLBC3MYVtEu,spotify:artist:0AK0qOs8ykb6CsaYks1xwK
88,Älä herätä mua unesta,Mikael Gabriel,Versus,2015-05-15,"finnish dance pop, finnish hip hop, finnish pop",0.656,0.675,1,-7.455,1,0.0457,0.119,0.0,0.0925,0.353,126.889,204573,4,51,48,spotify:track:02RaNOB5CIiXAhgvLE6Xp0,spotify:artist:79Pc4RR5E625J7dK543jDw
89,Spaceman,Aste,2.0,2015-03-27,"finnish dance pop, finnish hip hop, finnish pop",0.737,0.95,6,-2.522,0,0.0611,0.017,0.0,0.233,0.968,127.0,197453,4,39,34,spotify:track:3PfG2rMOU9HglycfbIC4yM,spotify:artist:0FgPkjSOY3FoLQRXeNbkhL
90,Only One,Aste,2.0,2015-03-27,"finnish dance pop, finnish hip hop, finnish pop",0.578,0.839,2,-3.806,1,0.0755,0.000649,0.0,0.0708,0.509,121.995,240280,4,39,24,spotify:track:1ttYNQjND5nBtUnpNMlLQQ,spotify:artist:0FgPkjSOY3FoLQRXeNbkhL
91,Come & Get It,Selena Gomez,Stars Dance,2013-01-01,"pop, post-teen pop",0.349,0.795,7,-4.133,0,0.0758,0.0102,0.000138,0.0812,0.542,148.985,231987,1,82,0,spotify:track:5U2m76qAMdr3gXI0g6ptlG,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx
92,Wherever I Go,OneRepublic,Wherever I Go,2016-05-13,"piano rock, pop",0.543,0.691,10,-6.403,0,0.0425,0.107,0.0,0.218,0.335,100.014,170213,4,83,0,spotify:track:7kUtJKGZzLNgIkq1Galkt0,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
93,Heatwave (feat. Akon),Robin Schulz,Sugar,2015-09-25,"deep euro house, deep house, edm, german dance, pop dance, tropical house",0.702,0.82,7,-4.323,0,0.063,0.196,0.0,0.156,0.52,107.936,187126,4,77,58,spotify:track:2KMJ5CoxY4ECG9TZyNWmpv,spotify:artist:3t5xRXzsuZmMDkQzgOX35S
94,Hubba Bubba,Teflon Brothers,Hubba Bubba,2016-05-30,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.68,0.847,11,-6.439,1,0.0353,0.000755,0.0,0.159,0.792,136.039,207394,4,48,0,spotify:track:2hQVEDz4hG8RGmzSPKTDrT,spotify:artist:3zh3U2eQ64EhBFbJuxgf1M
95,I'm In Control,AlunaGeorge,I'm In Control,2016-01-21,"electropop, house, uk dance",0.734,0.847,11,-3.713,0,0.0346,0.355,0.000144,0.154,0.673,104.013,209425,4,61,0,spotify:track:16NOHRm0OEjmg55OZAxVmV,spotify:artist:2VAnyOxzJuSAj7XIuEOT38
96,Arcade - Radio Edit,Dimitri Vegas,Arcade (Radio Edit),2016-03-11,"belgian edm, pop dance",0.565,0.957,3,-4.167,0,0.0723,0.00923,0.69,0.293,0.175,127.953,225000,4,72,27,spotify:track:7FKjWBgGgCGYoRRDIhp4bR,spotify:artist:2HkAI0YrEcgoR8QdaURqhO
97,She Doesn't Mind,Sean Paul,Tomahawk Technique,2012-01-24,"dance pop, dancehall, pop, pop rap",0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,227787,4,81,73,spotify:track:4odiyU3myG29Ld0wurMfE8,spotify:artist:3Isy6kedDrgPYoTS1dazA9
98,Satellites - Radio Edit,Bobby Burns,Satellites,2015-07-13,progressive electro house,0.535,0.829,4,-4.371,1,0.0613,0.0713,2.7e-05,0.146,0.573,127.952,232519,4,11,0,spotify:track:3peFUAm5l0kWIJXy7Q8GYP,spotify:artist:0FhsW40UydsdpNcKlkJEKC
99,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,Calling (Lose My Mind),2012-01-01,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098,205440,4,61,0,spotify:track:34NNeV9jfgNgaALgUr0u9V,spotify:artist:6hyMWrxGBsOx6sWcVj1DqP
100,I Just Had Sex,The Lonely Island,I Just Had Sex,2010-01-01,"comedy rap, comic",0.621,0.802,6,-4.735,1,0.118,0.0235,0.0,0.108,0.819,167.976,168200,4,57,0,spotify:track:1OmxpKVSvn0LGcM3SQS4OV,spotify:artist:1f5GqyOPo0CkotzzRwviBu
101,Angels Unite (Radio Edit),Scarlet,Angels Unite,2012-11-09,,0.529,0.876,5,-5.649,1,0.0337,0.00102,1.92e-05,0.353,0.282,144.998,216566,4,20,0,spotify:track:3UFoVEy7B2yqUMB21yyJm2,spotify:artist:4QFXIZeLSNUlkNJfGU6FBJ
102,Gypsy Drop - Radio Edit,Filip Jenven,Gypsy Drop (Radio Edit),2014-03-14,,0.797,0.962,1,-4.239,1,0.0906,0.000359,0.767,0.0454,0.422,128.047,180502,4,13,29,spotify:track:11xsm79HwpWV1C1lMXoVo9,spotify:artist:5MRsS8O8YcePoYaD3CVg63
103,Bigroom Blitz - Radio Mix,Scooter,Bigroom Blitz,2014-05-23,"eurodance, german techno, hamburg electronic, happy hardcore",0.713,0.909,3,-4.274,1,0.0306,0.00303,0.000706,0.699,0.438,132.022,187273,4,68,0,spotify:track:1Xcww2gldd5hN6WvGBsbFT,spotify:artist:0HlxL5hisLf59ETEPM3cUA
104,Satisfied (feat. VASSY) - Original Mix,Showtek,Satisfied,2015-06-29,"classic hardstyle, dutch house, edm, electro house, euphoric hardstyle, melbourne bounce, pop dance, progressive electro house",0.611,0.941,0,-1.958,1,0.0491,0.00326,0.0205,0.345,0.589,128.002,258743,4,62,0,spotify:track:6LU68pNqUguPOsjPIaJwo6,spotify:artist:3gk0OYeLFWYupGFRHqLSR7
105,Gold Skies - Original Mix,Sander van Doorn,Gold Skies (Remixes),2014-09-29,"dutch house, dutch trance, edm, electro house, pop dance, progressive electro house, progressive house",0.564,0.823,9,-6.316,0,0.046,0.00406,0.0716,0.684,0.221,128.018,329067,4,48,0,spotify:track:4zXQSm5XIkcn5qtmtbwO9O,spotify:artist:22bukBZvUppuwQwmDz75Gz
106,Love Louder - Style Of Eye Remix,John Martin,Love Louder (Style Of Eye Remix),2014-09-01,pop edm,0.56,0.854,1,-4.878,1,0.0669,0.00901,1.07e-06,0.506,0.274,126.001,373650,4,66,24,spotify:track:2WEiz65hkQPlThgncVH34T,spotify:artist:2auikkNYqigWStoHWK1Grq
107,Forbidden Voices,Martin Garrix,Forbidden Voices,2015-02-23,"dutch edm, edm, pop, pop dance, progressive house",0.534,0.711,10,-5.927,0,0.0368,0.05,0.0031,0.135,0.3,128.102,230635,4,75,0,spotify:track:2BF1X5nkYYSb0AUTRaGkDm,spotify:artist:60d24wfXkVzDSfLS6hyCjZ
108,Salsa Tequila,Anders Nilsen,Salsa Tequila,2014-07-01,nordic house,0.661,0.906,6,-3.352,1,0.125,0.131,4.1e-05,0.0743,0.638,127.966,199805,4,38,0,spotify:track:4WRjqQ6sx5qIcddaIxNTfF,spotify:artist:4tIdn5S7BCgSdvnqR36W1N
109,All I Ever Wanted - Radio Edit,Basshunter,All I Ever Wanted (German Maxi),2008-07-25,eurodance,0.645,0.984,4,-7.051,1,0.0508,0.164,0.00701,0.164,0.553,144.954,176453,4,61,40,spotify:track:3uoqlATyV5IWOhy0LBF7k1,spotify:artist:37DdwREpvvQHmGLFEZ4h0Q
110,Memories (feat. Kid Cudi),David Guetta,Memories,2010-03-29,"big room, dance pop, edm, pop, pop dance",0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,210093,4,88,49,spotify:track:4iMu9le3ytNO3tvgVpQANx,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
111,Trumpsta (Djuro Remix) [feat. Treyy G],Contiez,Melbourne Bounce,2013-10-11,"melbourne bounce, melbourne bounce international, progressive electro house",0.973,0.587,1,-7.014,1,0.242,0.00207,0.38,0.257,0.195,128.0,258507,4,40,0,spotify:track:3YcXXjmC9cM5Y2x3jUps0p,spotify:artist:1TlTz1l8LzQ7AiXjBO77Ep
112,Moonlight Shadow,ItaloBrothers,Stamp!,2011-02-04,"hands up, italo dance",0.577,0.952,0,-5.172,1,0.0404,0.0529,0.00603,0.31,0.808,150.02,186880,4,61,36,spotify:track:6T9vhWadqtG3J3jfYf8kcI,spotify:artist:5nkYRuiIHg2xXHFC8bfosJ
113,Colours Of The Rainbow,ItaloBrothers,Stamp!,2011-02-04,"hands up, italo dance",0.616,0.946,0,-6.392,0,0.059,0.00341,0.000188,0.168,0.744,140.045,210240,4,61,31,spotify:track:4fWcyB6ik13xv6QFmORi0H,spotify:artist:5nkYRuiIHg2xXHFC8bfosJ
114,Honey,Evelina,Honey,2015-12-09,"finnish dance pop, finnish hip hop, finnish pop",0.68,0.633,3,-5.236,0,0.0344,0.0773,1.57e-06,0.183,0.501,149.922,221633,4,45,0,spotify:track:6d0eTPJ3JZTwOAwLdl0hOJ,spotify:artist:3KgHd8tKiKYsazNkydQgYM
115,Pämppää,Teflon Brothers,Pämppää,2015-04-24,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.8,0.887,9,-5.038,1,0.0632,0.113,0.0,0.154,0.526,109.988,191991,4,48,33,spotify:track:6xQjgKUjjKgLDfOibSRyRM,spotify:artist:3zh3U2eQ64EhBFbJuxgf1M
116,Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,2008-05-26,"permanent wave, pop",0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4,88,87,spotify:track:1mea3bSkSGXuIRvnydlB5b,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU
117,If I Lose Myself,OneRepublic,Native,2014-01-01,"piano rock, pop",0.485,0.699,2,-6.017,1,0.0479,0.096,0.0,0.109,0.242,140.096,241560,4,83,51,spotify:track:0ett0qCHbl0vdSRFhRSkMc,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
118,In2,WSTRN,In2,2015-10-03,"afroswing, grime, uk hip hop",0.553,0.662,8,-6.454,0,0.129,0.342,0.0,0.141,0.561,98.368,242121,4,54,52,spotify:track:3WEmAizxrtQwXEJQRwCrK1,spotify:artist:5nSAh3wlH7VaqpnkiMjzDs
119,Somebody to Die For,Hurts,Exile (Deluxe),2013-03-08,"metropopolis, neo-synthpop",0.426,0.599,11,-7.737,1,0.0282,0.0198,0.00142,0.366,0.102,91.995,275547,4,62,46,spotify:track:0GDz2tPdh6FbxJxM75SQB4,spotify:artist:3w4VAlllkAWI6m0AV0Gn6a
120,Jai Ho! (You Are My Destiny),A.R. Rahman,Doll Domination - The Mini Collection,2009-01-01,filmi,0.66,0.936,11,-3.931,1,0.0624,0.0531,2.46e-06,0.082,0.908,136.19,222413,4,79,0,spotify:track:1domCrjxwdTsPWqVn2Ivc0,spotify:artist:1mYsTxnqsietFxj1OgoGbG
121,Don't Hold Your Breath,Nicole Scherzinger,Killer Love,2011-01-01,"dance pop, pop, post-teen pop",0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,197440,4,62,55,spotify:track:7pAq1IXYZpL42HchCminu6,spotify:artist:40xbWSB4JPdOkRyuTDy1oP
122,When I Grow Up,The Pussycat Dolls,Doll Domination - The Mini Collection,2009-01-01,"dance pop, girl group, pop",0.686,0.681,11,-5.761,0,0.0471,0.00185,0.0,0.395,0.366,118.472,245680,4,69,0,spotify:track:7hFXQCDPgHhZQrC3vSM1o4,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ
123,I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),2009-01-01,"dance pop, pop, pop rap",0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,4,80,0,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,spotify:artist:1yxSLGMDHlW21z4YXirZDS
124,Halo,Beyoncé,I AM...SASHA FIERCE,2008-11-17,"pop, r&b",0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,4,93,75,spotify:track:4JehYebiI9JE8sR8MisGVb,spotify:artist:6vWDO969PvNqNYHIOW5v0m
125,Cry Me a River,Justin Timberlake,Justified,2002-11-04,"dance pop, pop",0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,288333,4,83,76,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,spotify:artist:31TPClRtHm23RisEBtV3X7
126,"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",2008-06-13,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",0.55,0.918,9,-3.159,0,0.0682,0.00466,0.0,0.206,0.563,126.083,177827,4,77,0,spotify:track:1FMm3wG5WOhi7js35KR7Ea,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ
127,So What,P!nk,Funhouse,2008-10-24,"dance pop, pop",0.535,0.887,11,-3.106,1,0.0449,0.000304,2.23e-06,0.257,0.445,126.01,215160,4,81,0,spotify:track:6qYGUxPjQt5PJtWdiNppZx,spotify:artist:1KCSPY1glIKqW2TotWuXOR
128,"Whenever, Wherever",Shakira,Servicio De Lavandería,2001,"colombian pop, dance pop, latin pop, pop",0.793,0.831,1,-4.861,0,0.0405,0.264,7.03e-06,0.207,0.865,107.645,197027,4,87,63,spotify:track:0RJWhctsc1G1Hg3Ov2th7x,spotify:artist:0EmeFodog0BfCgMzAIvKQp
129,Bleeding Love,Leona Lewis,Spirit,2007,"british soul, dance pop, pop, talent show",0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,262467,4,65,78,spotify:track:7wZUrN8oemZfsEd1CGkbXE,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm
130,Milkshake,Kelis,Tasty,2003-12-05,"dance pop, hip pop, neo soul, urban contemporary",0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,182627,4,63,16,spotify:track:2cMTIlktg3M9mXYqCPqw1J,spotify:artist:0IF46mUS8NXjgHabxk2MCM
131,Stronger (What Doesn't Kill You),Kelly Clarkson,Greatest Hits - Chapter One,2012-11-19,"dance pop, pop, talent show",0.555,0.923,0,-5.908,1,0.0482,0.0411,0.0,0.112,0.682,116.012,221920,4,74,40,spotify:track:35a4Kzyo9XY4FI9FaSIzzF,spotify:artist:3BmGtnKgCSGYIUhmivXKWX
132,Say OK,Vanessa Hudgens,V,2006-01-01,"dance pop, pop, post-teen pop",0.471,0.696,7,-7.176,1,0.0468,0.00673,0.000955,0.0884,0.543,125.026,223867,3,61,0,spotify:track:5cfPxiul0cdhPYD2uzuQSg,spotify:artist:6G9bygHlCyPgNGxK2l3YdE
133,Lovesick,Emily Osment,Fight Or Flight,2010-01-01,post-teen pop,0.611,0.715,0,-5.621,0,0.0604,0.00414,0.0,0.353,0.784,129.88,204813,3,42,0,spotify:track:2w55BLEMG97Smym2V6itnx,spotify:artist:7rPQ2z1ji1ctJ6oGYBAo6M
134,Wherever I Go,Hannah Montana,Best Of Hannah Montana,2011-01-01,"pop, post-teen pop",0.538,0.621,5,-3.358,1,0.027,0.0383,0.0,0.0976,0.372,79.024,212853,4,62,54,spotify:track:3lWEKwBNo9IbE9pdKC5NU6,spotify:artist:7nU4hB040gTmHm45YYMvqc
135,I'll Always Remember You,Hannah Montana,Hannah Montana Forever,2010-01-01,"pop, post-teen pop",0.418,0.721,8,-2.736,1,0.0385,0.0485,0.0,0.0986,0.234,144.06,233467,4,62,38,spotify:track:0tldYKX9sQsDs41lJxdcp8,spotify:artist:7nU4hB040gTmHm45YYMvqc
136,A Year Without Rain,Selena Gomez & The Scene,A Year Without Rain (International Standard Version),2010-01-01,pop,0.627,0.81,2,-5.296,0,0.0431,0.0125,3.09e-05,0.111,0.409,119.98,234347,4,68,58,spotify:track:0lYS1tJg3r6ATe9bRPB0Hu,spotify:artist:6dJeKm76NjfXBNTpHmOhfO
137,Beauty And A Beat,Justin Bieber,Believe (Deluxe Edition),2012-01-01,"canadian pop, pop",0.601,0.845,0,-4.711,1,0.0653,0.00116,0.0001,0.0653,0.662,127.97,227987,4,89,0,spotify:track:0KTsmr6JOuhxZuiXUha1xC,spotify:artist:1uNFoZAHBGtllmzznpCI3s
138,International Love (feat. Chris Brown),Pitbull,Planet Pit (Deluxe Version),2011-06-17,"dance pop, miami hip hop, pop",0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,227280,4,84,80,spotify:track:62zFEHfAYl5kdHYOivj4BC,spotify:artist:0TnOYISbd1XYRBk9myaseg
139,Clouds (feat. A.J. McLean),Redrama,Reflection,2014-02-28,"finnish dance pop, finnish hip hop, finnish pop",0.772,0.851,7,-4.343,1,0.09,0.0149,0.0,0.136,0.27,91.034,232013,4,32,37,spotify:track:1RK5DiXAYnRZk1fEjnytdp,spotify:artist:3qy9C549vuJzgevoM0ZiRA
140,Turn Me On (feat. Nicki Minaj),David Guetta,Nothing but the Beat (Ultimate Edition),2012-12-07,"big room, dance pop, edm, pop, pop dance",0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,199680,4,88,66,spotify:track:6T27IN7Ai94BeDv6PPCmoC,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
141,Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix,Snoop Dogg,Nothing but the Beat (Ultimate Edition),2012-12-07,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",0.822,0.749,7,-5.563,1,0.0285,0.0697,0.000273,0.0732,0.707,130.005,196453,4,82,0,spotify:track:7LpT54RUvN0IvDGIxiwHwS,spotify:artist:7hJcb9fa4alzcOq3EaNPoG
142,Märkää,Petri Nygård,Mun Mielestä,2012-04-16,"finnish dance pop, finnish hip hop, finnish pop",0.903,0.864,1,-3.763,1,0.0358,0.0212,0.0,0.511,0.961,120.06,251160,4,47,40,spotify:track:6wPsHct4yJfplE3nA9qvac,spotify:artist:4l0zTor5S32Yly4uw96Bto
143,Selvä päivä (feat. Lord Est),Petri Nygård,Selvä päivä (feat. Lord Est),2010-12-20,"finnish dance pop, finnish hip hop, finnish pop",0.801,0.726,6,-5.567,0,0.0443,0.0412,0.0,0.317,0.489,113.98,211560,4,47,25,spotify:track:107ct6t9kseeQWTyeRgcdO,spotify:artist:4l0zTor5S32Yly4uw96Bto
144,Good Ol' Days,The Script,#3 Deluxe Version,2012-09-10,"celtic rock, pop",0.549,0.945,7,-4.351,1,0.0329,0.031,0.0,0.114,0.565,93.998,263920,4,74,39,spotify:track:629MXzH7txguTIePdNXOWY,spotify:artist:3AQRLZ9PuTAozP28Skbq8V
145,Home,Dzeko & Torres,Home,2016-02-08,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, sky room",0.577,0.886,2,-3.033,1,0.0666,0.00562,0.0,0.111,0.616,127.957,174335,4,46,0,spotify:track:12HmJ4Q5ksOGgaqKgZLvdE,spotify:artist:5Ip2ecnyGpNyZvPuuYU8Ai
146,Supersankari,Laura Närhi,Supersankari,2016-02-26,"finnish pop, iskelma, suomi rock",0.428,0.59,1,-6.187,1,0.0404,0.102,3.39e-06,0.108,0.305,120.38,232760,4,34,38,spotify:track:3yXMgnyHN4o5bL68RfWRpC,spotify:artist:7KHWXv1XVqqXuIZ8Ui5TDJ
147,Don't Look Down (feat. Usher),Martin Garrix,Don't Look Down (feat. Usher),2015-03-17,"dutch edm, edm, pop, pop dance, progressive house",0.575,0.831,0,-5.972,1,0.0356,0.00406,0.000449,0.111,0.377,127.991,223140,4,75,64,spotify:track:5M9jOReAKGZ2AttVefFjTY,spotify:artist:60d24wfXkVzDSfLS6hyCjZ
148,Overtime - Vicetone Remix,Cash Cash,Overtime (Vicetone Remix),2014-05-12,"dance pop, edm, electro house, electropowerpop, pop dance",0.721,0.887,11,-3.095,0,0.166,0.00973,0.00054,0.61,0.678,125.987,357634,4,60,0,spotify:track:4qwucEZidHAAkcN0BemkoU,spotify:artist:1LOB7jTeEV14pHai6EXSzF
149,Unbreakable,Benjamin,Unbreakable,2014-12-19,"finnish dance pop, finnish pop",0.498,0.566,1,-7.381,1,0.0304,0.00587,0.0,0.156,0.267,141.872,201122,4,46,22,spotify:track:5dajiBFiQxyOkmFglyTkvg,spotify:artist:5FgAhHocNrSCn7Ox87uyef
150,Moon Boots,The Script,#3 Deluxe Version,2012-09-10,"celtic rock, pop",0.482,0.872,2,-4.813,1,0.0469,0.000518,0.0,0.0935,0.532,152.888,250333,4,74,30,spotify:track:1MkiqU0AvKhjOZdL6I7NQS,spotify:artist:3AQRLZ9PuTAozP28Skbq8V
151,If You Could See Me Now,The Script,#3 Deluxe Version,2012-09-10,"celtic rock, pop",0.602,0.758,0,-6.864,1,0.0399,0.00569,0.0,0.145,0.368,100.017,219547,4,74,61,spotify:track:6EzSy7WxNCazx3csu7lxdV,spotify:artist:3AQRLZ9PuTAozP28Skbq8V
152,Gimme More,Britney Spears,Blackout,2007-10-25,"dance pop, pop",0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4,81,82,spotify:track:6ic8OlLUNEATToEFU3xmaH,spotify:artist:26dSoYclwsYLMAKD3tpOr4
153,E.T.,Katy Perry,Teenage Dream: The Complete Confection,2012-03-12,pop,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,229573,4,84,67,spotify:track:36ux3YuUsGTWPT8fXclS45,spotify:artist:6jJ0s89eD6GaHleKKya26X
154,We R Who We R,Kesha,We R Who We R,2010-10-22,"dance pop, pop",0.739,0.818,8,-5.062,1,0.0418,0.008,0.00504,0.164,0.713,119.982,204827,4,79,0,spotify:track:5jaz6aiRknA63NIYWdbr2O,spotify:artist:6LqNN22kT3074XbTVUrhzX
155,The Man Who Never Lied,Maroon 5,Overexposed (Deluxe),2012-01-01,pop,0.63,0.842,2,-5.946,1,0.0355,0.000342,0.0,0.0711,0.826,139.943,205187,4,85,31,spotify:track:6tWkTeLF2WmjTA1cyS2QEp,spotify:artist:04gDigrS5kc9YWfZHwBETP
156,Che Guevara,Happoradio,Kaunis Minä,2008-08-14,"finnish pop, suomi rock",0.583,0.879,10,-4.171,0,0.0367,0.0745,0.0,0.187,0.46,139.943,229760,4,40,45,spotify:track:5gsQegOEB7admETkL6ckUL,spotify:artist:088hJWSolrJNzoNBo2cyOd
157,Maps,Maroon 5,Singles,2015-09-25,pop,0.736,0.725,1,-5.498,0,0.029,0.0194,0.0,0.081,0.883,119.992,190667,4,85,0,spotify:track:7xEMGs0GbdfLwVw0Bn5D9H,spotify:artist:04gDigrS5kc9YWfZHwBETP
158,Troublemaker (feat. Flo Rida),Olly Murs,Right Place Right Time,2012-11-23,"dance pop, pop, talent show, uk pop",0.762,0.863,0,-3.689,0,0.0565,0.015,0.0,0.125,0.965,106.008,185587,4,65,0,spotify:track:4jOtC832PyIXlCVPRElfQu,spotify:artist:3whuHq0yGx60atvA2RCVRW
159,Written in the Stars (feat. Eric Turner),Tinie Tempah,Written in the Stars (feat. Eric Turner),2010-09-03,"dance pop, grime, pop rap",0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,207653,4,63,58,spotify:track:5m5TRf7ggoguXtcXQGprN4,spotify:artist:0Tob4H0FLtEONHU1MjpUEp
160,Bring Me To Life,Evanescence,Fallen,2003-01-01,alternative metal,0.312,0.946,4,-3.209,0,0.107,0.00749,2.93e-06,0.288,0.297,189.892,235893,4,73,0,spotify:track:646J2jOtUe4Jflrmh6JFjN,spotify:artist:5nGIFgo0shDenQYSE0Sn7c
161,Hung Up,Madonna,Celebration (double disc version),2009-09-18,"dance pop, pop",0.64,0.646,9,-7.572,0,0.0497,0.00364,0.165,0.0912,0.415,124.992,336880,4,81,52,spotify:track:70VjMtwhm3Q2HBQeJnPfmh,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW
162,It's My Life,Bon Jovi,Bon Jovi Greatest Hits - The Ultimate Collection (Int'l Deluxe Package),2010-01-01,"glam metal, rock",0.546,0.931,0,-3.025,0,0.0507,0.0295,1.67e-05,0.366,0.527,120.01,224600,4,79,0,spotify:track:4TmGtGkkmaoXRCvpOwDJoO,spotify:artist:58lV9VcRSjABbAbfWS6skp
163,I Kissed A Girl,Katy Perry,One Of The Boys,2008-06-17,pop,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4,84,75,spotify:track:14iN3o8ptQ8cFVZTEmyQRV,spotify:artist:6jJ0s89eD6GaHleKKya26X
164,About You Now,Sugababes,Change,2007-01-01,"dance pop, europop, girl group, talent show",0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,212400,4,58,63,spotify:track:1ctdfJSzp6qF2iDAVdDrfl,spotify:artist:7rZNSLWMjTbwdLNskFbzFf
165,Birds Fly (feat. Mr. Probz),Hardwell,United We Are,2015-01-09,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.566,0.675,3,-4.602,0,0.0331,0.0611,0.0,0.642,0.11,122.553,207805,4,67,13,spotify:track:2xScjew1nGldhk7eM2qsCv,spotify:artist:6BrvowZBreEkXzJQMpL174
166,Yellow House,Softengine,Yellow House,2014-06-13,finnish idol pop,0.577,0.845,7,-6.38,0,0.0379,0.00692,0.0,0.223,0.345,115.001,213133,4,20,0,spotify:track:0utQYjH6sVVaqnBQFj4R4J,spotify:artist:0jtDQsmLkW8DAXlGPYptIe
167,Platinaa,Janne Ordén,Platinaa,2014-05-09,"finnish dance pop, finnish hip hop",0.633,0.695,10,-6.789,0,0.146,0.0277,0.0,0.338,0.555,165.244,183040,4,21,9,spotify:track:6MDl3PCIz6h6ImkUpqurvE,spotify:artist:7spvsR19EKSeN4M8HgD1oj
168,Rude,MAGIC!,Don't Kill the Magic,2014-06-25,"pop, reggae fusion",0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4,68,84,spotify:track:6RtPijgfPKROxEzTHNRiDp,spotify:artist:0DxeaLnv6SyYk2DOqkLO8c
169,Maradona (kesä ´86),Teflon Brothers,Maradona (kesä ´86),2014-01-01,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.667,0.599,5,-6.827,0,0.0486,0.012,0.0,0.12,0.681,120.038,227267,4,48,0,spotify:track:7LpqSvZvaRtcUcSKas6dYK,spotify:artist:3zh3U2eQ64EhBFbJuxgf1M
170,Maps,Maroon 5,Maps,2014-06-16,pop,0.743,0.717,1,-5.521,0,0.0299,0.0223,0.0,0.0678,0.88,120.025,189840,4,85,0,spotify:track:6chdRBWviHlm7JAtwgflBP,spotify:artist:04gDigrS5kc9YWfZHwBETP
171,Perjantai 13.,Nikke Ankara,Perjantai 13.,2014-05-06,"finnish dance pop, finnish hip hop, finnish pop",0.526,0.84,9,-4.325,0,0.195,0.145,0.0,0.13,0.608,79.642,196280,4,41,0,spotify:track:74JdLqtaJtDM6I6p282Ahh,spotify:artist:2E5rkwWAKphgpurncaoAyn
172,S&M Remix,Rihanna,S&M Remix,2011-04-11,"barbadian pop, pop, urban contemporary",0.819,0.796,1,-3.397,1,0.0546,0.0609,0.0,0.0647,0.886,127.931,257293,4,91,0,spotify:track:3rqe57UvA8vxlzRuiAx4P5,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H
